surface,method,noise,progress
HIP,Plain GAD dt=.007,0.15,467.0
HIP,Plain GAD dt=.007,0.15,471.0
HIP,Plain GAD dt=.007,0.15,473.0
HIP,Plain GAD dt=.007,0.15,474.0
HIP,Plain GAD dt=.007,0.15,476.0
HIP,Plain GAD dt=.007,0.15,479.0
HIP,Plain GAD dt=.007,0.15,487.0
HIP,Plain GAD dt=.007,0.15,489.0
HIP,Plain GAD dt=.007,0.15,490.0
HIP,Plain GAD dt=.007,0.15,490.0
HIP,Plain GAD dt=.007,0.15,493.0
HIP,Plain GAD dt=.007,0.15,496.0
HIP,Plain GAD dt=.007,0.15,498.0
HIP,Plain GAD dt=.007,0.15,501.0
HIP,Plain GAD dt=.007,0.15,507.0
HIP,Plain GAD dt=.007,0.15,514.0
HIP,Plain GAD dt=.007,0.15,515.0
HIP,Plain GAD dt=.007,0.15,515.0
HIP,Plain GAD dt=.007,0.15,517.0
HIP,Plain GAD dt=.007,0.15,518.0
HIP,Plain GAD dt=.007,0.15,519.0
HIP,Plain GAD dt=.007,0.15,519.0
HIP,Plain GAD dt=.007,0.15,522.0
HIP,Plain GAD dt=.007,0.15,527.0
HIP,Plain GAD dt=.007,0.15,532.0
HIP,Plain GAD dt=.007,0.15,532.0
HIP,Plain GAD dt=.007,0.15,534.0
HIP,Plain GAD dt=.007,0.15,544.0
HIP,Plain GAD dt=.007,0.15,545.0
HIP,Plain GAD dt=.007,0.15,548.0
HIP,Plain GAD dt=.007,0.15,559.0
HIP,Plain GAD dt=.007,0.15,559.0
HIP,Plain GAD dt=.007,0.15,563.0
HIP,Plain GAD dt=.007,0.15,572.0
HIP,Plain GAD dt=.007,0.15,605.0
HIP,Plain GAD dt=.007,0.15,609.0
HIP,Plain GAD dt=.007,0.15,622.0
HIP,Plain GAD dt=.007,0.15,625.0
HIP,Plain GAD dt=.007,0.15,632.0
HIP,Plain GAD dt=.007,0.15,639.0
HIP,Plain GAD dt=.007,0.15,642.0
HIP,Plain GAD dt=.007,0.15,646.0
HIP,Plain GAD dt=.007,0.15,649.0
HIP,Plain GAD dt=.007,0.15,650.0
HIP,Plain GAD dt=.007,0.15,651.0
HIP,Plain GAD dt=.007,0.15,665.0
HIP,Plain GAD dt=.007,0.15,666.0
HIP,Plain GAD dt=.007,0.15,666.0
HIP,Plain GAD dt=.007,0.15,674.0
HIP,Plain GAD dt=.007,0.15,676.0
HIP,Plain GAD dt=.007,0.15,735.0
HIP,Plain GAD dt=.007,0.15,740.0
HIP,Plain GAD dt=.007,0.15,740.0
HIP,Plain GAD dt=.007,0.15,783.0
HIP,Plain GAD dt=.007,0.15,784.0
HIP,Plain GAD dt=.007,0.15,798.0
HIP,Plain GAD dt=.007,0.15,867.0
HIP,Plain GAD dt=.007,0.15,883.0
HIP,Plain GAD dt=.007,0.15,897.0
HIP,Plain GAD dt=.007,0.15,940.0
HIP,Plain GAD dt=.007,0.15,944.0
HIP,Plain GAD dt=.007,0.15,976.0
HIP,Plain GAD dt=.007,0.15,1007.0
HIP,Plain GAD dt=.007,0.15,1053.0
HIP,Plain GAD dt=.007,0.15,1137.0
HIP,Plain GAD dt=.007,0.15,1487.0
HIP,Plain GAD dt=.007,0.15,1596.0
HIP,Plain GAD dt=.007,0.15,1997.0
HIP,Plain GAD dt=.007,0.15,2090.0
HIP,Plain GAD dt=.007,0.15,2385.0
HIP,Plain GAD dt=.007,0.15,2388.0
HIP,Plain GAD dt=.007,0.15,3000.0
HIP,Plain GAD dt=.007,0.15,3146.0
HIP,Plain GAD dt=.007,0.15,3992.0
HIP,Plain GAD dt=.007,0.15,4257.0
HIP,Plain GAD dt=.007,0.15,4623.0
HIP,Plain GAD dt=.007,0.2,185.0
HIP,Plain GAD dt=.007,0.2,192.0
HIP,Plain GAD dt=.007,0.2,202.0
HIP,Plain GAD dt=.007,0.2,214.0
HIP,Plain GAD dt=.007,0.2,223.0
HIP,Plain GAD dt=.007,0.2,245.0
HIP,Plain GAD dt=.007,0.2,249.0
HIP,Plain GAD dt=.007,0.2,250.0
HIP,Plain GAD dt=.007,0.2,250.0
HIP,Plain GAD dt=.007,0.2,262.0
HIP,Plain GAD dt=.007,0.2,263.0
HIP,Plain GAD dt=.007,0.2,287.0
HIP,Plain GAD dt=.007,0.2,289.0
HIP,Plain GAD dt=.007,0.2,292.0
HIP,Plain GAD dt=.007,0.2,308.0
HIP,Plain GAD dt=.007,0.2,317.0
HIP,Plain GAD dt=.007,0.2,324.0
HIP,Plain GAD dt=.007,0.2,325.0
HIP,Plain GAD dt=.007,0.2,341.0
HIP,Plain GAD dt=.007,0.2,342.0
HIP,Plain GAD dt=.007,0.2,343.0
HIP,Plain GAD dt=.007,0.2,347.0
HIP,Plain GAD dt=.007,0.2,348.0
HIP,Plain GAD dt=.007,0.2,354.0
HIP,Plain GAD dt=.007,0.2,354.0
HIP,Plain GAD dt=.007,0.2,362.0
HIP,Plain GAD dt=.007,0.2,367.0
HIP,Plain GAD dt=.007,0.2,370.0
HIP,Plain GAD dt=.007,0.2,373.0
HIP,Plain GAD dt=.007,0.2,375.0
HIP,Plain GAD dt=.007,0.2,382.0
HIP,Plain GAD dt=.007,0.2,386.0
HIP,Plain GAD dt=.007,0.2,387.0
HIP,Plain GAD dt=.007,0.2,388.0
HIP,Plain GAD dt=.007,0.2,390.0
HIP,Plain GAD dt=.007,0.2,395.0
HIP,Plain GAD dt=.007,0.2,395.0
HIP,Plain GAD dt=.007,0.2,396.0
HIP,Plain GAD dt=.007,0.2,397.0
HIP,Plain GAD dt=.007,0.2,401.0
HIP,Plain GAD dt=.007,0.2,419.0
HIP,Plain GAD dt=.007,0.2,430.0
HIP,Plain GAD dt=.007,0.2,430.0
HIP,Plain GAD dt=.007,0.2,433.0
HIP,Plain GAD dt=.007,0.2,441.0
HIP,Plain GAD dt=.007,0.2,445.0
HIP,Plain GAD dt=.007,0.2,451.0
HIP,Plain GAD dt=.007,0.2,459.0
HIP,Plain GAD dt=.007,0.2,461.0
HIP,Plain GAD dt=.007,0.2,468.0
HIP,Plain GAD dt=.007,0.2,470.0
HIP,Plain GAD dt=.007,0.2,470.0
HIP,Plain GAD dt=.007,0.2,472.0
HIP,Plain GAD dt=.007,0.2,481.0
HIP,Plain GAD dt=.007,0.2,481.0
HIP,Plain GAD dt=.007,0.2,487.0
HIP,Plain GAD dt=.007,0.2,506.0
HIP,Plain GAD dt=.007,0.2,512.0
HIP,Plain GAD dt=.007,0.2,518.0
HIP,Plain GAD dt=.007,0.2,520.0
HIP,Plain GAD dt=.007,0.2,530.0
HIP,Plain GAD dt=.007,0.2,537.0
HIP,Plain GAD dt=.007,0.2,542.0
HIP,Plain GAD dt=.007,0.2,545.0
HIP,Plain GAD dt=.007,0.2,547.0
HIP,Plain GAD dt=.007,0.2,549.0
HIP,Plain GAD dt=.007,0.2,560.0
HIP,Plain GAD dt=.007,0.2,566.0
HIP,Plain GAD dt=.007,0.2,567.0
HIP,Plain GAD dt=.007,0.2,578.0
HIP,Plain GAD dt=.007,0.2,579.0
HIP,Plain GAD dt=.007,0.2,587.0
HIP,Plain GAD dt=.007,0.2,588.0
HIP,Plain GAD dt=.007,0.2,592.0
HIP,Plain GAD dt=.007,0.2,595.0
HIP,Plain GAD dt=.007,0.2,610.0
HIP,Plain GAD dt=.007,0.2,616.0
HIP,Plain GAD dt=.007,0.2,619.0
HIP,Plain GAD dt=.007,0.2,623.0
HIP,Plain GAD dt=.007,0.2,638.0
HIP,Plain GAD dt=.007,0.2,639.0
HIP,Plain GAD dt=.007,0.2,640.0
HIP,Plain GAD dt=.007,0.2,643.0
HIP,Plain GAD dt=.007,0.2,644.0
HIP,Plain GAD dt=.007,0.2,679.0
HIP,Plain GAD dt=.007,0.2,685.0
HIP,Plain GAD dt=.007,0.2,689.0
HIP,Plain GAD dt=.007,0.2,690.0
HIP,Plain GAD dt=.007,0.2,693.0
HIP,Plain GAD dt=.007,0.2,717.0
HIP,Plain GAD dt=.007,0.2,717.0
HIP,Plain GAD dt=.007,0.2,742.0
HIP,Plain GAD dt=.007,0.2,744.0
HIP,Plain GAD dt=.007,0.2,752.0
HIP,Plain GAD dt=.007,0.2,755.0
HIP,Plain GAD dt=.007,0.2,757.0
HIP,Plain GAD dt=.007,0.2,757.0
HIP,Plain GAD dt=.007,0.2,764.0
HIP,Plain GAD dt=.007,0.2,810.0
HIP,Plain GAD dt=.007,0.2,844.0
HIP,Plain GAD dt=.007,0.2,862.0
HIP,Plain GAD dt=.007,0.2,924.0
HIP,Plain GAD dt=.007,0.2,975.0
HIP,Plain GAD dt=.007,0.2,1021.0
HIP,Plain GAD dt=.007,0.2,1129.0
HIP,Plain GAD dt=.007,0.2,1130.0
HIP,Plain GAD dt=.007,0.2,1215.0
HIP,Plain GAD dt=.007,0.2,1281.0
HIP,Plain GAD dt=.007,0.2,1487.0
HIP,Plain GAD dt=.007,0.2,1488.0
HIP,Plain GAD dt=.007,0.2,1509.0
HIP,Plain GAD dt=.007,0.2,1996.0
HIP,Plain GAD dt=.007,0.2,2045.0
HIP,Plain GAD dt=.007,0.2,2074.0
HIP,Plain GAD dt=.007,0.2,2092.0
HIP,Plain GAD dt=.007,0.2,2237.0
HIP,Plain GAD dt=.007,0.2,2266.0
HIP,Plain GAD dt=.007,0.2,2287.0
HIP,Plain GAD dt=.007,0.2,2447.0
HIP,Plain GAD dt=.007,0.2,2599.0
HIP,Plain GAD dt=.007,0.2,2678.0
HIP,Plain GAD dt=.007,0.2,2974.0
HIP,Plain GAD dt=.007,0.2,3153.0
HIP,Plain GAD dt=.007,0.2,3197.0
HIP,Plain GAD dt=.007,0.2,3843.0
HIP,Plain GAD dt=.007,0.2,3936.0
HIP,Plain GAD dt=.007,0.2,4566.0
HIP,Plain GAD dt=.007,0.2,4893.0
HIP,Sella + Eckart d=1,0.01,2.0
HIP,Sella + Eckart d=1,0.01,2.0
HIP,Sella + Eckart d=1,0.01,2.0
HIP,Sella + Eckart d=1,0.01,2.0
HIP,Sella + Eckart d=1,0.01,2.0
HIP,Sella + Eckart d=1,0.01,2.0
HIP,Sella + Eckart d=1,0.01,2.0
HIP,Sella + Eckart d=1,0.01,2.0
HIP,Sella + Eckart d=1,0.01,2.0
HIP,Sella + Eckart d=1,0.01,2.0
HIP,Sella + Eckart d=1,0.01,2.0
HIP,Sella + Eckart d=1,0.01,2.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,3.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,4.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,5.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,6.0
HIP,Sella + Eckart d=1,0.01,7.0
HIP,Sella + Eckart d=1,0.01,7.0
HIP,Sella + Eckart d=1,0.01,7.0
HIP,Sella + Eckart d=1,0.01,7.0
HIP,Sella + Eckart d=1,0.01,7.0
HIP,Sella + Eckart d=1,0.01,7.0
HIP,Sella + Eckart d=1,0.01,7.0
HIP,Sella + Eckart d=1,0.01,7.0
HIP,Sella + Eckart d=1,0.01,7.0
HIP,Sella + Eckart d=1,0.01,7.0
HIP,Sella + Eckart d=1,0.01,7.0
HIP,Sella + Eckart d=1,0.01,7.0
HIP,Sella + Eckart d=1,0.01,8.0
HIP,Sella + Eckart d=1,0.01,8.0
HIP,Sella + Eckart d=1,0.01,8.0
HIP,Sella + Eckart d=1,0.01,8.0
HIP,Sella + Eckart d=1,0.01,8.0
HIP,Sella + Eckart d=1,0.01,8.0
HIP,Sella + Eckart d=1,0.01,8.0
HIP,Sella + Eckart d=1,0.01,8.0
HIP,Sella + Eckart d=1,0.01,8.0
HIP,Sella + Eckart d=1,0.01,8.0
HIP,Sella + Eckart d=1,0.01,9.0
HIP,Sella + Eckart d=1,0.01,10.0
HIP,Sella + Eckart d=1,0.01,11.0
HIP,Sella + Eckart d=1,0.01,11.0
HIP,Sella + Eckart d=1,0.01,13.0
HIP,Sella + Eckart d=1,0.01,17.0
HIP,Sella + Eckart d=1,0.01,22.0
HIP,Sella + Eckart d=1,0.01,25.0
HIP,Sella + Eckart d=1,0.01,40.0
HIP,Sella + Eckart d=1,0.01,42.0
HIP,Sella + Eckart d=1,0.01,102.0
HIP,Sella + Eckart d=1,0.01,2000.0
HIP,Sella + Eckart d=1,0.01,2000.0
HIP,Sella + Eckart d=1,0.01,2000.0
HIP,Sella + Eckart d=1,0.01,2000.0
HIP,Sella + Eckart d=1,0.01,2000.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,4.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,5.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
HIP,Sella + Eckart d=1,0.03,6.0
