surface,method,noise,progress
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,7.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,8.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,9.0
HIP,Sella Cartesian,0.05,10.0
HIP,Sella Cartesian,0.05,10.0
HIP,Sella Cartesian,0.05,10.0
HIP,Sella Cartesian,0.05,10.0
HIP,Sella Cartesian,0.05,10.0
HIP,Sella Cartesian,0.05,10.0
HIP,Sella Cartesian,0.05,11.0
HIP,Sella Cartesian,0.05,12.0
HIP,Sella Cartesian,0.05,13.0
HIP,Sella Cartesian,0.05,13.0
HIP,Sella Cartesian,0.05,13.0
HIP,Sella Cartesian,0.05,14.0
HIP,Sella Cartesian,0.05,14.0
HIP,Sella Cartesian,0.05,14.0
HIP,Sella Cartesian,0.05,24.0
HIP,Sella Cartesian,0.05,25.0
HIP,Sella Cartesian,0.05,26.0
HIP,Sella Cartesian,0.05,38.0
HIP,Sella Cartesian,0.05,43.0
HIP,Sella Cartesian,0.05,153.0
HIP,Sella Cartesian,0.05,1258.0
HIP,Sella Cartesian,0.05,2000.0
HIP,Sella Cartesian,0.05,2000.0
HIP,Sella Cartesian,0.05,2000.0
HIP,Sella Cartesian,0.1,6.0
HIP,Sella Cartesian,0.1,7.0
HIP,Sella Cartesian,0.1,7.0
HIP,Sella Cartesian,0.1,7.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,8.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,9.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,10.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,11.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,12.0
HIP,Sella Cartesian,0.1,13.0
HIP,Sella Cartesian,0.1,13.0
HIP,Sella Cartesian,0.1,13.0
HIP,Sella Cartesian,0.1,13.0
HIP,Sella Cartesian,0.1,13.0
HIP,Sella Cartesian,0.1,13.0
HIP,Sella Cartesian,0.1,13.0
HIP,Sella Cartesian,0.1,13.0
HIP,Sella Cartesian,0.1,13.0
HIP,Sella Cartesian,0.1,13.0
HIP,Sella Cartesian,0.1,14.0
HIP,Sella Cartesian,0.1,14.0
HIP,Sella Cartesian,0.1,14.0
HIP,Sella Cartesian,0.1,14.0
HIP,Sella Cartesian,0.1,14.0
HIP,Sella Cartesian,0.1,14.0
HIP,Sella Cartesian,0.1,14.0
HIP,Sella Cartesian,0.1,14.0
HIP,Sella Cartesian,0.1,15.0
HIP,Sella Cartesian,0.1,15.0
HIP,Sella Cartesian,0.1,15.0
HIP,Sella Cartesian,0.1,15.0
HIP,Sella Cartesian,0.1,16.0
HIP,Sella Cartesian,0.1,16.0
HIP,Sella Cartesian,0.1,17.0
HIP,Sella Cartesian,0.1,17.0
HIP,Sella Cartesian,0.1,17.0
HIP,Sella Cartesian,0.1,18.0
HIP,Sella Cartesian,0.1,18.0
HIP,Sella Cartesian,0.1,19.0
HIP,Sella Cartesian,0.1,19.0
HIP,Sella Cartesian,0.1,19.0
HIP,Sella Cartesian,0.1,20.0
HIP,Sella Cartesian,0.1,20.0
HIP,Sella Cartesian,0.1,21.0
HIP,Sella Cartesian,0.1,22.0
HIP,Sella Cartesian,0.1,24.0
HIP,Sella Cartesian,0.1,26.0
HIP,Sella Cartesian,0.1,30.0
HIP,Sella Cartesian,0.1,32.0
HIP,Sella Cartesian,0.1,62.0
HIP,Sella Cartesian,0.1,152.0
HIP,Sella Cartesian,0.1,831.0
HIP,Sella Cartesian,0.1,1590.0
HIP,Sella Cartesian,0.1,2000.0
HIP,Sella Cartesian,0.1,2000.0
HIP,Sella Cartesian,0.1,2000.0
HIP,Sella Cartesian,0.15,9.0
HIP,Sella Cartesian,0.15,9.0
HIP,Sella Cartesian,0.15,10.0
HIP,Sella Cartesian,0.15,10.0
HIP,Sella Cartesian,0.15,11.0
HIP,Sella Cartesian,0.15,11.0
HIP,Sella Cartesian,0.15,11.0
HIP,Sella Cartesian,0.15,11.0
HIP,Sella Cartesian,0.15,12.0
HIP,Sella Cartesian,0.15,12.0
HIP,Sella Cartesian,0.15,12.0
HIP,Sella Cartesian,0.15,12.0
HIP,Sella Cartesian,0.15,12.0
HIP,Sella Cartesian,0.15,12.0
HIP,Sella Cartesian,0.15,12.0
HIP,Sella Cartesian,0.15,12.0
HIP,Sella Cartesian,0.15,12.0
HIP,Sella Cartesian,0.15,12.0
HIP,Sella Cartesian,0.15,12.0
HIP,Sella Cartesian,0.15,12.0
HIP,Sella Cartesian,0.15,12.0
HIP,Sella Cartesian,0.15,13.0
HIP,Sella Cartesian,0.15,13.0
HIP,Sella Cartesian,0.15,13.0
HIP,Sella Cartesian,0.15,13.0
HIP,Sella Cartesian,0.15,13.0
HIP,Sella Cartesian,0.15,13.0
HIP,Sella Cartesian,0.15,13.0
HIP,Sella Cartesian,0.15,13.0
HIP,Sella Cartesian,0.15,13.0
HIP,Sella Cartesian,0.15,13.0
HIP,Sella Cartesian,0.15,13.0
HIP,Sella Cartesian,0.15,13.0
HIP,Sella Cartesian,0.15,13.0
HIP,Sella Cartesian,0.15,14.0
HIP,Sella Cartesian,0.15,14.0
HIP,Sella Cartesian,0.15,14.0
HIP,Sella Cartesian,0.15,14.0
HIP,Sella Cartesian,0.15,14.0
HIP,Sella Cartesian,0.15,14.0
HIP,Sella Cartesian,0.15,14.0
HIP,Sella Cartesian,0.15,14.0
HIP,Sella Cartesian,0.15,14.0
HIP,Sella Cartesian,0.15,14.0
HIP,Sella Cartesian,0.15,14.0
HIP,Sella Cartesian,0.15,14.0
HIP,Sella Cartesian,0.15,14.0
HIP,Sella Cartesian,0.15,14.0
HIP,Sella Cartesian,0.15,15.0
HIP,Sella Cartesian,0.15,15.0
HIP,Sella Cartesian,0.15,15.0
HIP,Sella Cartesian,0.15,15.0
HIP,Sella Cartesian,0.15,15.0
HIP,Sella Cartesian,0.15,15.0
HIP,Sella Cartesian,0.15,15.0
HIP,Sella Cartesian,0.15,15.0
HIP,Sella Cartesian,0.15,15.0
HIP,Sella Cartesian,0.15,15.0
HIP,Sella Cartesian,0.15,16.0
HIP,Sella Cartesian,0.15,16.0
HIP,Sella Cartesian,0.15,16.0
HIP,Sella Cartesian,0.15,16.0
HIP,Sella Cartesian,0.15,16.0
HIP,Sella Cartesian,0.15,16.0
HIP,Sella Cartesian,0.15,16.0
HIP,Sella Cartesian,0.15,16.0
HIP,Sella Cartesian,0.15,16.0
HIP,Sella Cartesian,0.15,17.0
HIP,Sella Cartesian,0.15,17.0
HIP,Sella Cartesian,0.15,17.0
HIP,Sella Cartesian,0.15,17.0
HIP,Sella Cartesian,0.15,17.0
HIP,Sella Cartesian,0.15,18.0
HIP,Sella Cartesian,0.15,18.0
HIP,Sella Cartesian,0.15,18.0
HIP,Sella Cartesian,0.15,18.0
HIP,Sella Cartesian,0.15,18.0
HIP,Sella Cartesian,0.15,18.0
HIP,Sella Cartesian,0.15,19.0
HIP,Sella Cartesian,0.15,19.0
HIP,Sella Cartesian,0.15,19.0
HIP,Sella Cartesian,0.15,19.0
HIP,Sella Cartesian,0.15,20.0
HIP,Sella Cartesian,0.15,20.0
HIP,Sella Cartesian,0.15,20.0
HIP,Sella Cartesian,0.15,21.0
HIP,Sella Cartesian,0.15,21.0
HIP,Sella Cartesian,0.15,22.0
HIP,Sella Cartesian,0.15,22.0
HIP,Sella Cartesian,0.15,23.0
HIP,Sella Cartesian,0.15,23.0
HIP,Sella Cartesian,0.15,23.0
HIP,Sella Cartesian,0.15,23.0
HIP,Sella Cartesian,0.15,23.0
HIP,Sella Cartesian,0.15,24.0
HIP,Sella Cartesian,0.15,25.0
HIP,Sella Cartesian,0.15,29.0
HIP,Sella Cartesian,0.15,29.0
HIP,Sella Cartesian,0.15,31.0
HIP,Sella Cartesian,0.15,32.0
HIP,Sella Cartesian,0.15,32.0
HIP,Sella Cartesian,0.15,32.0
HIP,Sella Cartesian,0.15,34.0
HIP,Sella Cartesian,0.15,38.0
HIP,Sella Cartesian,0.15,39.0
HIP,Sella Cartesian,0.15,40.0
HIP,Sella Cartesian,0.15,43.0
HIP,Sella Cartesian,0.15,44.0
HIP,Sella Cartesian,0.15,58.0
HIP,Sella Cartesian,0.15,70.0
HIP,Sella Cartesian,0.15,88.0
HIP,Sella Cartesian,0.15,154.0
HIP,Sella Cartesian,0.15,434.0
HIP,Sella Cartesian,0.15,521.0
HIP,Sella Cartesian,0.15,753.0
HIP,Sella Cartesian,0.15,2000.0
HIP,Sella Cartesian,0.15,2000.0
HIP,Sella Cartesian,0.15,2000.0
HIP,Sella Cartesian,0.15,2000.0
HIP,Sella Cartesian,0.15,2000.0
HIP,Sella Cartesian,0.15,2000.0
HIP,Sella Cartesian,0.15,2000.0
HIP,Sella Cartesian,0.15,2000.0
HIP,Sella Cartesian,0.2,11.0
HIP,Sella Cartesian,0.2,12.0
HIP,Sella Cartesian,0.2,12.0
HIP,Sella Cartesian,0.2,14.0
HIP,Sella Cartesian,0.2,14.0
HIP,Sella Cartesian,0.2,14.0
HIP,Sella Cartesian,0.2,14.0
HIP,Sella Cartesian,0.2,14.0
HIP,Sella Cartesian,0.2,15.0
HIP,Sella Cartesian,0.2,16.0
HIP,Sella Cartesian,0.2,16.0
HIP,Sella Cartesian,0.2,16.0
HIP,Sella Cartesian,0.2,17.0
HIP,Sella Cartesian,0.2,17.0
HIP,Sella Cartesian,0.2,17.0
HIP,Sella Cartesian,0.2,17.0
HIP,Sella Cartesian,0.2,18.0
HIP,Sella Cartesian,0.2,18.0
HIP,Sella Cartesian,0.2,18.0
HIP,Sella Cartesian,0.2,19.0
HIP,Sella Cartesian,0.2,19.0
HIP,Sella Cartesian,0.2,20.0
HIP,Sella Cartesian,0.2,20.0
HIP,Sella Cartesian,0.2,20.0
HIP,Sella Cartesian,0.2,20.0
HIP,Sella Cartesian,0.2,20.0
HIP,Sella Cartesian,0.2,20.0
HIP,Sella Cartesian,0.2,20.0
HIP,Sella Cartesian,0.2,21.0
HIP,Sella Cartesian,0.2,21.0
HIP,Sella Cartesian,0.2,21.0
HIP,Sella Cartesian,0.2,21.0
HIP,Sella Cartesian,0.2,21.0
HIP,Sella Cartesian,0.2,22.0
HIP,Sella Cartesian,0.2,22.0
HIP,Sella Cartesian,0.2,24.0
HIP,Sella Cartesian,0.2,24.0
HIP,Sella Cartesian,0.2,26.0
HIP,Sella Cartesian,0.2,28.0
HIP,Sella Cartesian,0.2,29.0
HIP,Sella Cartesian,0.2,31.0
HIP,Sella Cartesian,0.2,35.0
HIP,Sella Cartesian,0.2,35.0
HIP,Sella Cartesian,0.2,42.0
HIP,Sella Cartesian,0.2,52.0
HIP,Sella Cartesian,0.2,53.0
HIP,Sella Cartesian,0.2,53.0
HIP,Sella Cartesian,0.2,60.0
HIP,Sella Cartesian,0.2,66.0
HIP,Sella Cartesian,0.2,68.0
HIP,Sella Cartesian,0.2,74.0
HIP,Sella Cartesian,0.2,1732.0
HIP,Sella Cartesian,0.2,2000.0
HIP,Sella Cartesian,0.2,2000.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,2.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,3.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,4.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,5.0
HIP,Sella internal,0.01,6.0
HIP,Sella internal,0.01,6.0
HIP,Sella internal,0.01,6.0
HIP,Sella internal,0.01,6.0
HIP,Sella internal,0.01,6.0
HIP,Sella internal,0.01,6.0
HIP,Sella internal,0.01,6.0
HIP,Sella internal,0.01,6.0
HIP,Sella internal,0.01,6.0
HIP,Sella internal,0.01,7.0
HIP,Sella internal,0.01,7.0
HIP,Sella internal,0.01,7.0
HIP,Sella internal,0.01,7.0
HIP,Sella internal,0.01,7.0
HIP,Sella internal,0.01,7.0
HIP,Sella internal,0.01,7.0
HIP,Sella internal,0.01,7.0
HIP,Sella internal,0.01,7.0
HIP,Sella internal,0.01,8.0
HIP,Sella internal,0.01,9.0
HIP,Sella internal,0.01,9.0
HIP,Sella internal,0.01,10.0
HIP,Sella internal,0.01,11.0
HIP,Sella internal,0.01,12.0
HIP,Sella internal,0.01,1287.0
HIP,Sella internal,0.01,1359.0
HIP,Sella internal,0.01,2000.0
HIP,Sella internal,0.01,2000.0
HIP,Sella internal,0.01,2000.0
HIP,Sella internal,0.01,2000.0
HIP,Sella internal,0.03,3.0
HIP,Sella internal,0.03,3.0
HIP,Sella internal,0.03,4.0
HIP,Sella internal,0.03,4.0
HIP,Sella internal,0.03,4.0
